stop_id,stop_name,stop_lat,stop_lon
60,"Quarry Road, Stop 60",53.36127922,-6.2893645
63,"Faussaugh Avenue, Stop 63",53.36679244,-6.292750108
64,"Faussaugh Ave Church, Stop 64",53.36708858,-6.295232782
65,"Dingle Road, Stop 65",53.36725464,-6.298051276
66,"Broombridge Road, Stop 66",53.36727499,-6.300740346
68,"Ventry Drive, Stop 68",53.36907751,-6.304245235
69,"Carnlough Road, Stop 69",53.37139256,-6.303341717
71,"Ventry Park, Stop 71",53.37025769,-6.304438805
72,"Ventry Drive, Stop 72",53.36896993,-6.304264536
73,"Faussagh Avenue, Stop 73",53.36739155,-6.300720679
74,"Faussaugh Ave Church, Stop 74",53.36720024,-6.295498814
75,"Fionnbarra GAA, Stop 75",53.36654723,-6.291317319
77,"Quarry Road, Stop 77",53.36130918,-6.289573652
78,"Annamoe Terrace, Stop 78",53.36114922,-6.284065835
79,"Churchview Home, Stop 79",53.36102125,-6.280795506
80,"Phibsborough PO, Stop 80",53.36086296,-6.276053962
81,"Phibsborough, Stop 81",53.36087575,-6.271966627
82,"Phibsborough, Stop 82",53.3607978,-6.27154908
83,"Mater Hospital, Stop 83",53.36027925,-6.265545096
84,"Leo Street, Stop 84",53.36016256,-6.263701781
85,"Wellpark Avenue, Stop 85",53.37366152,-6.25192557
86,"Home Farm FC, Stop 86",53.37605022,-6.251166391
87,"Clare Road, Stop 87",53.37675173,-6.25488029
88,"Walnut Rise, Stop 88",53.37728726,-6.257699229
90,"Albert College Court, Stop 90",53.38638553,-6.265265673
91,"Ballymun Road NS, Stop 91",53.38842789,-6.265408142
92,"Ballymun Library, Stop 92",53.38983733,-6.26467424
93,"Gateway Avenue, Stop 93",53.39230147,-6.264152976
94,"Civic Centre, Stop 94",53.39603476,-6.26437696
102,"Balbutcher Lane, Stop 102",53.39777307,-6.267719857
104,"Poppintree Parade, Stop 104",53.39975621,-6.276812945
105,"Belclare Park, Stop 105",53.4029364,-6.281692696
107,"Crannogue Road, Stop 107",53.40203563,-6.279683618
110,"Ard na Meala, Stop 110",53.39793864,-6.268600381
112,"Civic Centre, Stop 112",53.3961544,-6.26395104
113,"Trinity Comp School, Stop 113",53.39226796,-6.263703255
114,"Ballymun Road, Stop 114",53.39133332,-6.263711229
115,"Ballymun Road Church, Stop 115",53.38788368,-6.26506944
116,"Griffith Lawns, Stop 116",53.37769346,-6.25966674
117,"Walnut Rise, Stop 117",53.37736591,-6.257545708
118,"Clare Road, Stop 118",53.376643,-6.253592099
119,"The Village, Stop 119",53.37519048,-6.250765745
126,"Nursing Home, Stop 126",53.39909547,-6.264086961
127,"Nursing Home, Stop 127",53.39910753,-6.263680428
129,"Glasnevin Drive, Stop 129",53.38989032,-6.271422936
130,"Glasnevin Park, Stop 130",53.39009201,-6.274181269
131,"Willow Park Road, Stop 131",53.39038589,-6.278349237
133,"Grove Park Road, Stop 133",53.39079693,-6.286301509
134,"Sycamore Road, Stop 134",53.39309459,-6.286073865
136,"McKee Road, Stop 136",53.3943802,-6.289856597
137,"Clancy Avenue, Stop 137",53.39231672,-6.292630795
138,"St Canice's BNS, Stop 138",53.38999501,-6.291806573
141,"Willow Park Road, Stop 141",53.39044509,-6.278091245
142,"Glasnevin Park, Stop 142",53.39019829,-6.274071722
143,"Willow Park Avenue, Stop 143",53.38987671,-6.26924337
146,"Na Fianna GAA Club, Stop 146",53.3753714,-6.265006969
147,"Tolka Bridge, Stop 147",53.37248023,-6.265830862
148,"Mobhi Road, Stop 148",53.37067017,-6.268068507
149,"Tolka Bridge, Stop 149",53.37313859,-6.265984466
150,"Na Fianna GAA Club, Stop 150",53.37565885,-6.264995283
151,"Botanic Gardens, Stop 151",53.37195526,-6.269293828
153,"Met Eireann, Stop 153",53.37573277,-6.270087555
154,"St Brigid's School, Stop 154",53.377259,-6.275557037
155,"Old Finglas Road, Stop 155",53.37787425,-6.279575527
156,"Tolka Estate, Stop 156",53.37862339,-6.281664739
157,"Glasilawn Road, Stop 157",53.38041162,-6.281637825
158,"Griffith Road, Stop 158",53.38134894,-6.283689563
159,"Griffith Parade, Stop 159",53.38278372,-6.282835112
164,"Beneavin Road, Stop 164",53.38843036,-6.280487923
165,"Beneavin Park, Stop 165",53.38903487,-6.283771249
166,"Beneavin School, Stop 166",53.3895836,-6.286305149
167,"Beneavin Road, Stop 167",53.3901866,-6.286987585
168,"Beneavin Park, Stop 168",53.38925997,-6.284423735
169,"Beneavin Court, Stop 169",53.38843393,-6.28011191
173,"Glasnamana Place, Stop 173",53.38212161,-6.280546748
174,"Tolka Estate, Stop 174",53.38068035,-6.280950562
175,"Northland Grove, Stop 175",53.37842425,-6.281567539
176,"Old Finglas Road, Stop 176",53.37803204,-6.279298606
177,"Ballygall Rd East, Stop 177",53.38046838,-6.276224035
178,"Fitzmaurice Road, Stop 178",53.38189026,-6.276346983
179,"Ballygall Rd East, Stop 179",53.38030343,-6.27600522
181,"Cremore Avenue, Stop 181",53.37714984,-6.274223707
182,"Met Eireann, Stop 182",53.37564011,-6.269895917
183,"Botanic Gardens, Stop 183",53.37231593,-6.268753185
184,"Botanic Road, Stop 184",53.36970368,-6.268979354
185,"St Teresa's Place, Stop 185",53.36810094,-6.270021139
186,"Lindsay Grove, Stop 186",53.36535534,-6.271589978
187,"Phibsborough Road, Stop 187",53.36273425,-6.272447365
188,"North Circular Road, Stop 188",53.36012069,-6.272583149
189,"Fire Station, Stop 189",53.35716744,-6.273468816
190,"Broadstone, Stop 190",53.35512573,-6.273371074
191,"Western Way, Stop 191",53.35507685,-6.269376923
192,"Mountjoy Street, Stop 192",53.35639721,-6.26807647
193,"Finglas Park, Stop 193",53.39119631,-6.294104035
194,"Western Way, Stop 194",53.35504065,-6.269979311
195,"Broadstone, Stop 195",53.35501178,-6.27357098
196,"Fire Station, Stop 196",53.3568839,-6.273750704
197,"Monck Place, Stop 197",53.35895263,-6.273231374
198,"Phibsborough SC, Stop 198",53.36162538,-6.27283781
199,"Munster Street, Stop 199",53.36362181,-6.272291246
200,"Prospect Way, Stop 200",53.36742269,-6.271596444
201,"Botanic Road, Stop 201",53.3682911,-6.270118627
202,"Fairfield Road, Stop 202",53.37008009,-6.268903978
203,"Whitehall College, Stop 203",53.37639279,-6.250010028
204,"Highfield Hospital, Stop 204",53.37958836,-6.246662193
205,"Iveragh Road, Stop 205",53.38137533,-6.245326047
206,"Collins Avenue West, Stop 206",53.38354609,-6.247476708
207,"Larkhill Road, Stop 207",53.38482163,-6.249874783
208,"Glendun Road, Stop 208",53.38665393,-6.247950408
209,"Larkhill Road, Stop 209",53.38727111,-6.245910447
210,"Crestfield Road, Stop 210",53.38759408,-6.248317728
211,"Collins Avenue, Stop 211",53.38428086,-6.249160331
212,"Whitehall, Stop 212",53.38319564,-6.246258398
213,"Iveragh Road, Stop 213",53.38153105,-6.244913768
214,"Highfield Hospital, Stop 214",53.37940848,-6.246654552
215,"Collins Avenue, Stop 215",53.38187229,-6.242449429
216,"Beaumont Road, Stop 216",53.38233082,-6.23819132
217,"Grace Park Court, Stop 217",53.38432362,-6.236801122
218,"Shantalla Road, Stop 218",53.3859239,-6.233788324
220,"Swords Road, Stop 220",53.38794054,-6.244980841
233,"Beaumont Road, Stop 233",53.38582131,-6.233536994
234,"Beaumont Grove, Stop 234",53.38495048,-6.234820843
235,"Collinswood, Stop 235",53.38329661,-6.237249457
236,"Yellow Road, Stop 236",53.38202474,-6.23815886
237,"Collins Avenue, Stop 237",53.38203193,-6.2435252
242,"Coolgreena Road, Stop 242",53.3856549,-6.232010428
243,"Lady of Mercy, Stop 243",53.38578006,-6.229539675
244,"Skelly's Lane, Stop 244",53.38499821,-6.223498516
245,"Whitethorn Crescent, Stop 245",53.38447224,-6.219566606
246,"Artane Castle, Stop 246",53.38515048,-6.216230877
247,"Ardlea Road, Stop 247",53.38697616,-6.214500756
248,"Maryfield Drive, Stop 248",53.38556456,-6.214469631
249,"Artane Castle, Stop 249",53.38493355,-6.216149745
250,"Skelly's Lane, Stop 250",53.38441945,-6.220245316
251,"Elmount Crescent, Stop 251",53.38483228,-6.223219786
252,"Lady of Mercy, Stop 252",53.38556802,-6.227969918
253,"Beaumont Hospital, Stop 253",53.38994595,-6.224390047
254,"Beaumont Hospital, Stop 254",53.3902653,-6.224106114
255,"Coolgreena Road, Stop 255",53.38559388,-6.231531872
261,"Parnell Square East, Stop 261",53.35405628,-6.262853361
262,"Parnell Square East, Stop 262",53.35394696,-6.262752649
263,"Parnell Square East, Stop 263",53.35374562,-6.262505454
264,"Parnell Square East, Stop 264",53.3535353,-6.262258627
265,"Parnell Square East, Stop 265",53.35336157,-6.262055381
270,"O'Connell St Upper, Stop 270",53.35062339,-6.260424292
271,"O'Connell St Lower, Stop 271",53.34859636,-6.25948542
272,"O'Connell St Upper, Stop 272",53.35146448,-6.260780606
273,"O'Connell Bridge, Stop 273",53.34724742,-6.258819402
274,"O'Connell St Upper, Stop 274",53.35034908,-6.260720869
276,"River Road, Stop 276",53.3774022,-6.331796583
277,"O'Connell St Upper, Stop 277",53.35082233,-6.26050632
278,"O'Connell St Upper, Stop 278",53.35135317,-6.261160681
279,"O'Connell St Upper, Stop 279",53.35013175,-6.260609547
281,"O'Connell St Upper, Stop 281",53.35090995,-6.260968421
284,"Rathbourne Avenue, Stop 284",53.37728262,-6.328389284
286,"Cathal Brugha Street, Stop 286",53.35200038,-6.260548478
288,"Irish Life, Stop 288",53.34919728,-6.255089827
289,"Abbey St Lower, Stop 289",53.34903518,-6.256298123
291,"Abbey St Lower, Stop 291",53.34893594,-6.256887989
292,"Abbey St Lower, Stop 292",53.34892739,-6.256302523
293,"Abbey St Lower, Stop 293",53.34885817,-6.257101455
297,"Eden Quay, Stop 297",53.34809376,-6.257072558
298,"Eden Quay, Stop 298",53.34817547,-6.256513461
299,"Eden Quay, Stop 299",53.34825608,-6.255879303
300,"Liberty Hall, Stop 300",53.34829749,-6.255637282
301,"Eden Quay, Stop 301",53.34794916,-6.257018376
302,"Eden Quay, Stop 302",53.34806592,-6.256397767
303,"Eden Quay, Stop 303",53.34811368,-6.255975241
307,"O'Donovan Road, Stop 307",53.33457709,-6.280087464
308,"Oscar Square, Stop 308",53.33677119,-6.279533657
309,"Ardee Street, Stop 309",53.33784989,-6.278919588
312,"Wellington Quay, Stop 312",53.34547647,-6.266206155
313,"Bachelors Walk, Stop 313",53.3469069,-6.261972498
315,"Bachelors Walk, Stop 315",53.3469264,-6.262076846
317,"Westmoreland Street, Stop 317",53.34624485,-6.25910058
318,"Westmoreland Street, Stop 318",53.34630773,-6.259098017
319,"Westmoreland Street, Stop 319",53.34596901,-6.259292057
320,"Westmoreland Street, Stop 320",53.3455466,-6.259294247
322,"Gulliver's Retail Pk, Stop 322",53.40425499,-6.265350845
325,"Aston Quay, Stop 325",53.3467332,-6.259921807
326,"Aston Quay, Stop 326",53.34657961,-6.260483805
328,"Aston Quay, Stop 328",53.34642645,-6.261075822
329,"Aston Quay, Stop 329",53.34631886,-6.26171104
333,"D'Olier Street, Stop 333",53.3466482,-6.25840824
334,"D'Olier Street, Stop 334",53.34658116,-6.258125591
335,"D'Olier Street, Stop 335",53.34626194,-6.257808167
336,"D'Olier Street, Stop 336",53.34625164,-6.257718467
340,"Townsend Street, Stop 340",53.34601281,-6.256136099
342,"College Street, Stop 342",53.34556412,-6.256800261
345,"Pearse St Garda Stn, Stop 345",53.34547582,-6.256293194
346,"Pearse St Garda Stn, Stop 346",53.34550627,-6.256532266
350,"Prince's St South, Stop 350",53.34563194,-6.24976825
351,"Erne Street, Stop 351",53.34337247,-6.245249979
352,"Pearse Square, Stop 352",53.34298915,-6.24241214
353,"Grand Canal Quay, Stop 353",53.34261585,-6.239649032
354,"Ringsend Road, Stop 354",53.34222008,-6.236586526
355,"Ringsend Garage, Stop 355",53.34176145,-6.232925936
356,"Ringsend, Stop 356",53.34190302,-6.226717443
357,"Irishtown Road, Stop 357",53.33917104,-6.223121475
371,"Irishtown Road, Stop 371",53.33861278,-6.223054583
372,"Star of the Sea, Stop 372",53.33542348,-6.219538235
373,"Farney Park, Stop 373",53.33427533,-6.217889273
374,"Sandymount, Stop 374",53.33316623,-6.216448984
375,"Dromard Terrace, Stop 375",53.33406113,-6.214384513
376,"Lea Road, Stop 376",53.33071253,-6.209254265
377,"Gilford Road, Stop 377",53.32872893,-6.208841895
378,"Sandymount Tower, Stop 378",53.32565029,-6.207334472
380,"St John's Road, Stop 380",53.32472609,-6.209234772
381,"St John's Church, Stop 381",53.32420587,-6.212304061
382,"St John's Road, Stop 382",53.32509766,-6.207642883
383,"Gilford Road, Stop 383",53.32854142,-6.208924821
384,"Lea Road, Stop 384",53.33163395,-6.210161605
385,"Newgrove Avenue, Stop 385",53.33235102,-6.211227688
387,"Sandymount, Stop 387",53.33249951,-6.215741058
388,"Farney Park, Stop 388",53.33450886,-6.218480173
389,"Star of the Sea, Stop 389",53.33529008,-6.219633889
390,"Tritonville Road, Stop 390",53.33770222,-6.222266506
391,"Bath Street, Stop 391",53.33999222,-6.223943347
392,"Ringsend, Stop 392",53.34173363,-6.227415321
393,"Tritonville Road, Stop 393",53.33690389,-6.222374797
395,"Ringsend Road, Stop 395",53.34194005,-6.235276454
396,"Grand Canal Quay, Stop 396",53.34246159,-6.239550256
397,"Pearse Square, Stop 397",53.34278556,-6.242015007
398,"Erne Street, Stop 398",53.34329494,-6.245478447
399,"Pearse Station, Stop 399",53.34386462,-6.2481585
400,"Shaw Street, Stop 400",53.34475116,-6.252838258
404,"Nassau Street, Stop 404",53.34271833,-6.256420742
405,"Nassau Street, Stop 405",53.34248169,-6.255604373
406,"Nassau Street, Stop 406",53.34261644,-6.256214638
407,"Custom House, Stop 407",53.34837959,-6.253876506
408,"Merrion Sq North, Stop 408",53.34097078,-6.25001924
409,"Holles Street, Stop 409",53.34013673,-6.247695596
410,"Mount Street Lower, Stop 410",53.33881345,-6.24389039
411,"Mount Street Bridge, Stop 411",53.33811712,-6.241771554
412,"Haddington Road, Stop 412",53.33525551,-6.237279319
413,"Lansdowne Park, Stop 413",53.33409419,-6.236546394
414,"Lansdowne Road, Stop 414",53.33157381,-6.234473217
415,"American Embassy, Stop 415",53.33033782,-6.23294775
416,"RDS Ballsbridge, Stop 416",53.32863992,-6.229369569
417,"Merrion Road, Stop 417",53.32769959,-6.22597042
418,"British Embassy, Stop 418",53.32571981,-6.223395298
419,"Shrewsbury Park, Stop 419",53.32399511,-6.220449503
420,"Merlyn Road, Stop 420",53.3219108,-6.217503922
421,"Merrion View Avenue, Stop 421",53.32000518,-6.21449112
422,"St Vincent's Hosp, Stop 422",53.31806419,-6.210324281
423,"Herbert Avenue, Stop 423",53.3171485,-6.207405658
424,"Merrion Gates, Stop 424",53.31539438,-6.203726866
476,"Merrion Gates, Stop 476",53.31575153,-6.204762523
477,"Herbert Avenue, Stop 477",53.31686305,-6.20695232
478,"St Vincent's Hosp, Stop 478",53.3181143,-6.211267825
479,"Merrion Centre, Stop 479",53.31914397,-6.213401287
480,"Netherlands Embassy, Stop 480",53.32084998,-6.216287205
481,"Wanderers FC, Stop 481",53.32234464,-6.218266443
482,"Shrewsbury Road, Stop 482",53.32472778,-6.221965295
483,"British Embassy, Stop 483",53.32599756,-6.223939234
485,"RDS Ballsbridge, Stop 485",53.3283521,-6.228750913
487,"American Embassy, Stop 487",53.33085529,-6.233902308
488,"Lansdowne Park, Stop 488",53.33309855,-6.236076947
489,"St Mary's Rd South, Stop 489",53.334942,-6.237352313
490,"Haddington Road, Stop 490",53.33662663,-6.238829548
491,"Mount Street Bridge, Stop 491",53.33781405,-6.241333511
492,"Mount Street Lower, Stop 492",53.33858469,-6.243614462
493,"Holles Street, Stop 493",53.33985342,-6.247376823
494,"Clare Street, Stop 494",53.34133589,-6.251626258
495,"Pearse Station, Stop 495",53.34359132,-6.249746705
496,"Busáras, Stop 496",53.34953369,-6.252282157
497,"Connolly, Stop 497",53.35052608,-6.250694343
499,"Summerhill Parade, Stop 499",53.35750468,-6.249116447
500,"Ballybough Road, Stop 500",53.35903608,-6.246289155
501,"Clonliffe Avenue, Stop 501",53.36070568,-6.243696374
509,"Ballybough Road, Stop 509",53.36060135,-6.24332504
510,"Charleville Avenue, Stop 510",53.35917274,-6.245802758
511,"Summerhill Parade, Stop 511",53.35751559,-6.248635233
512,"Summerhill, Stop 512",53.35594736,-6.252019711
513,"Rutland Street, Stop 513",53.35525754,-6.254015974
515,"Portland Row, Stop 515",53.35360828,-6.248194548
516,"North Strand Road, Stop 516",53.35572883,-6.24570384
518,"Waterloo Avenue, Stop 518",53.35893921,-6.240929403
519,"North Strand Road, Stop 519",53.36033876,-6.239534529
521,"Annesley Bridge Road, Stop 521",53.36163705,-6.237978461
522,"Fairview, Stop 522",53.36328895,-6.235415975
523,"Marino College, Stop 523",53.3642686,-6.231769161
525,"Howth Road, Stop 525",53.36496087,-6.226330911
526,"Copeland Grove, Stop 526",53.36686957,-6.221112279
527,"St Lawrence Road, Stop 527",53.36801988,-6.212678881
528,"Castle Grove, Stop 528",53.36926408,-6.209936745
529,"Collins Avenue, Stop 529",53.37059425,-6.207536495
530,"Killester, Stop 530",53.37122453,-6.20402333
531,"The Demesne, Stop 531",53.37321702,-6.201444579
532,"The Meadows, Stop 532",53.37571862,-6.193899072
533,"Ennafort Park, Stop 533",53.37758328,-6.18705614
534,"Cill Eanna, Stop 534",53.37865533,-6.181899871
535,"Raheny, Stop 535",53.38023173,-6.177413264
536,"Raheny Library, Stop 536",53.38042376,-6.173511727
537,"Avondale Park, Stop 537",53.3799012,-6.168152635
538,"Maywood, Stop 538",53.38013806,-6.164264183
539,"Foxfield, Stop 539",53.38067366,-6.159355642
540,"Blackbanks Coast, Stop 540",53.38133628,-6.155117944
541,"James Larkin Road, Stop 541",53.38187271,-6.152028068
542,"Blackbanks, Stop 542",53.38366192,-6.14626795
591,"Kilbarrack Road, Stop 591",53.38431562,-6.144375377
592,"James Larkin Road, Stop 592",53.38271738,-6.148533882
593,"Blackbanks, Stop 593",53.38195778,-6.151137449
594,"Howth Road, Stop 594",53.38116337,-6.155561362
595,"Foxfield, Stop 595",53.38059995,-6.159238563
596,"The Old Shieling, Stop 596",53.38025284,-6.161793972
597,"Maywood, Stop 597",53.38001901,-6.164705235
598,"Avondale Park, Stop 598",53.37983534,-6.169132542
599,"Raheny Library, Stop 599",53.38033533,-6.173019451
600,"Raheny, Stop 600",53.38024055,-6.176225351
601,"Cill Eanna, Stop 601",53.3792502,-6.179649825
602,"Wade's Avenue, Stop 602",53.37814252,-6.183049071
603,"Ennafort Park, Stop 603",53.37738216,-6.18742543
604,"Ennafort Road, Stop 604",53.37635464,-6.19079086
605,"The Meadows, Stop 605",53.37565052,-6.193556254
606,"St Bridgets Church, Stop 606",53.37470898,-6.19786466
607,"The Demense, Stop 607",53.37249985,-6.202166149
608,"Killester, Stop 608",53.37107838,-6.204465315
609,"Castle Grove, Stop 609",53.36983754,-6.208620256
610,"Ashbrook, Stop 610",53.3683623,-6.211537455
611,"Hollybrook Park, Stop 611",53.3667558,-6.218908012
612,"Copeland Avenue, Stop 612",53.36586987,-6.223994026
613,"Marino Crescent Park, Stop 613",53.36461747,-6.226810998
614,"Fairview, Stop 614",53.36369279,-6.233551068
615,"Annesley Bridge, Stop 615",53.36190642,-6.237351299
616,"Nth Strand Fire Stn, Stop 616",53.35991702,-6.239581965
617,"Strandville Avenue, Stop 617",53.35789452,-6.242009096
618,"Newcomen Bridge, Stop 618",53.35611171,-6.244846799
619,"Amiens Street, Stop 619",53.35404463,-6.247305334
620,"Talbot Street, Stop 620",53.35119348,-6.251463163
621,"Talbot Street, Stop 621",53.35051778,-6.256267648
624,"Ribh Road, Stop 624",53.38018531,-6.189125238
625,"Lein Gardens, Stop 625",53.38178757,-6.186321297
626,"Edenmore Green, Stop 626",53.38449452,-6.184056419
627,"Edenmore Green, Stop 627",53.38540702,-6.182003033
628,"Edenmore Grove, Stop 628",53.386955,-6.183906579
629,"Edenmore Drive, Stop 629",53.38652797,-6.185969425
630,"Springdale Road, Stop 630",53.387244,-6.189321752
633,"Tonlegee Drive, Stop 633",53.38964434,-6.18935518
634,"Tonlegee Avenue, Stop 634",53.3902752,-6.184141109
635,"Glenwood Road, Stop 635",53.38902254,-6.183923801
636,"Glenfarne Road, Stop 636",53.38885866,-6.186742348
637,"Springdale Road, Stop 637",53.38779183,-6.189884854
638,"Edenmore Avenue, Stop 638",53.38676232,-6.188379996
639,"Edenmore Park, Stop 639",53.38633302,-6.186744461
640,"Edenmore Grove, Stop 640",53.38670539,-6.18345114
641,"Edenmore Green, Stop 641",53.38582638,-6.182391081
642,"Edenmore Green, Stop 642",53.38473185,-6.183114229
643,"St Josephs Hospital, Stop 643",53.38356614,-6.183885468
644,"Lein Park, Stop 644",53.38236251,-6.185710577
645,"Ribh Road, Stop 645",53.3801688,-6.18862988
649,"All Saints Road, Stop 649",53.37628367,-6.189666567
650,"Sybil Hill Avenue, Stop 650",53.37540285,-6.185525483
651,"All Saints Park, Stop 651",53.37547945,-6.179930909
653,"Raheny, Stop 653",53.37946305,-6.175341639
654,"Watermill Road, Stop 654",53.37921008,-6.177020981
655,"Watermill Drive, Stop 655",53.37773867,-6.175430402
656,"St Anne's Avenue, Stop 656",53.3764702,-6.177709192
657,"All Saints Park, Stop 657",53.3755454,-6.178951117
658,"All Saints Road, Stop 658",53.37498005,-6.18313862
659,"Sybil Hill Avenue, Stop 659",53.37523744,-6.185878213
664,"Donnycarney Church, Stop 664",53.37471925,-6.219507562
665,"Casino Park, Stop 665",53.37246632,-6.222126461
666,"Mount Temple School, Stop 666",53.37023312,-6.224263348
667,"Brian Road, Stop 667",53.36798165,-6.226986847
668,"Marino Crescent Park, Stop 668",53.36457498,-6.229397317
669,"Malahide Road, Stop 669",53.366317,-6.228678905
670,"Mount Temple School, Stop 670",53.36895611,-6.226029664
671,"Nazareth House, Stop 671",53.37071684,-6.224153053
672,"Donnycarney Road, Stop 672",53.37346635,-6.221077821
674,"Parnell Park, Stop 674",53.37468607,-6.216082092
675,"Buckingham St Lower, Stop 675",53.35285814,-6.248525759
709,"St Brigid's Church, Stop 709",53.37503806,-6.197039132
722,"Raheny Station, Stop 722",53.3811137,-6.175722025
723,"Raheny Road, Stop 723",53.38415179,-6.175727422
724,"Grange Park Road, Stop 724",53.38695546,-6.174510011
725,"Ardscoil La Salle, Stop 725",53.38957237,-6.170488811
726,"Grange Road, Stop 726",53.39174835,-6.167613781
727,"Ardara Avenue, Stop 727",53.39370485,-6.166838025
728,"Holy Trinity Church, Stop 728",53.39531621,-6.163490595
729,"Holy Trinity NS, Stop 729",53.39655846,-6.162444595
730,"Grangemore Road, Stop 730",53.3981667,-6.161818869
738,"Grange Road, Stop 738",53.39760036,-6.161813205
739,"Holy Trinity Church, Stop 739",53.39514509,-6.163467889
740,"Ardara Avenue, Stop 740",53.39314128,-6.167012615
741,"St Donagh's Road, Stop 741",53.39190773,-6.167456571
742,"Raheny Road, Stop 742",53.38982341,-6.169861588
743,"Woodbine Park, Stop 743",53.38802486,-6.172735238
744,"Belmont Park, Stop 744",53.3852707,-6.174837679
745,"Raheny Station, Stop 745",53.38134357,-6.175471677
746,"Kildare Street, Stop 746",53.3402246,-6.255531313
747,"Kildare Street, Stop 747",53.3399308,-6.255723519
748,"Huguenot Cemetery, Stop 748",53.33850953,-6.255030666
749,"Baggot St Lower, Stop 749",53.3376207,-6.250802147
750,"Fitzwilliam Street, Stop 750",53.33657108,-6.248487503
751,"Herbert Street, Stop 751",53.33532055,-6.246571636
752,"Baggot St Upper, Stop 752",53.33367165,-6.24446202
753,"Waterloo Road, Stop 753",53.33245339,-6.243521055
754,"Burlington Road, Stop 754",53.33078378,-6.244280327
755,"Wellington Lane, Stop 755",53.32882805,-6.245141368
756,"Royal Hospital, Stop 756",53.32639976,-6.242598747
757,"Donnybrook Village, Stop 757",53.32408134,-6.23958651
758,"Victoria Avenue, Stop 758",53.32268694,-6.23767738
759,"Donnybrook Stadium, Stop 759",53.32034885,-6.233345517
760,"Donnybrook Church, Stop 760",53.31833019,-6.230561956
761,"Teresian School, Stop 761",53.3161004,-6.227487214
762,"RTE, Stop 762",53.31451706,-6.224370944
763,"Belfield Court, Stop 763",53.31232014,-6.221100319
769,"Belfield Court, Stop 769",53.31190109,-6.221327857
770,"RTE, Stop 770",53.31463619,-6.225731811
771,"Teresian School, Stop 771",53.31588007,-6.227781522
772,"Donnybrook Garage, Stop 772",53.31848526,-6.231321064
