stop_id,stop_name,stop_lat,stop_lon
825GA00095,Seapoint,53.29917684,-6.165173214
825GA00109,Glenageary,53.28115573,-6.123052927
825GA00110,Glenageary,53.28130819,-6.123031247
825GA00113,Sandycove And Glasthule,53.28783805,-6.127304915
825GA00114,Sandycove And Glasthule,53.28785436,-6.127199203
825GA00117,Salthill And Monkstown,53.29537234,-6.152209273
825GA00118,Salthill And Monkstown,53.29543475,-6.152176574
825GA00123,Blackrock,53.30277262,-6.178688488
825GA00124,Blackrock,53.30285277,-6.178640062
825GA00128,Booterstown,53.30998132,-6.195249896
825GA00129,Booterstown,53.31017177,-6.195361921
825GA00180,Dalkey,53.275668,-6.10343933
825GA00181,Dalkey,53.27576465,-6.10330009
825GA00199,Dun Laoghaire,53.29501503,-6.135032136
825GA00200,Dun Laoghaire,53.29498504,-6.134838413
825GA00271,Killiney,53.25583103,-6.113100487
825GA00272,Killiney,53.25578209,-6.112847835
826GA00004,Athy,52.9924821,-6.976671484
826GA00005,Athy,52.99247068,-6.976388738
826GA00010,Sallins And Naas,53.24705958,-6.664376801
826GA00011,Sallins And Naas,53.24696873,-6.664289724
826GA00015,Newbridge,53.18529748,-6.808637
826GA00016,Newbridge,53.18534331,-6.808725505
826GA00023,Maynooth,53.37808472,-6.590373604
826GA00024,Maynooth,53.37801179,-6.59028583
826GA00028,Monasterevin,53.14547706,-7.06364073
826GA00029,Monasterevin,53.14533293,-7.06359902
826GA00034,Leixlip Confey,53.37413908,-6.485449907
826GA00035,Leixlip Confey,53.37421956,-6.485416993
826GA00043,Leixlip Louisa Bridge,53.37006643,-6.506753585
826GA00044,Leixlip Louisa Bridge,53.36997565,-6.506681622
826GA00047,Hazelhatch and Celbridge,53.32207777,-6.523860962
826GA00048,Hazelhatch and Celbridge,53.32213297,-6.523964133
826GA00049,Hazelhatch and Celbridge,53.32259252,-6.523332817
826GA00050,Hazelhatch and Celbridge,53.32263763,-6.523346271
826GA00054,Kilcock,53.39906562,-6.669004587
826GA00058,Kildare,53.16277858,-6.908500003
826GA00059,Kildare,53.16287811,-6.908572251
827GA00003,Thomastown,52.52309859,-7.149020189
827GA00007,Kilkenny MacDonagh,52.65435729,-7.243402081
828GA00004,Portarlington,53.14609048,-7.181018301
828GA00005,Portarlington,53.14597346,-7.180990631
828GA00010,"Portlaoise, Portlaoise",53.03683214,-7.301331221
828GA00011,"Portlaoise, Portlaoise",53.0369043,-7.301374787
828GA00015,Ballybrophy,52.90036768,-7.602240889
828GA00016,Ballybrophy,52.90028649,-7.602152452
829GA00003,Edgeworthstown,53.68890586,-7.603431677
829GA00004,Edgeworthstown,53.68877142,-7.603538918
829GA00009,Longford,53.72426455,-7.795852608
829GA00010,Longford,53.72421056,-7.795807413
830GA00003,Drogheda,53.71176663,-6.335198328
830GA00004,Drogheda,53.71200586,-6.335597926
830GA00009,Dundalk,54.00159677,-6.412800711
830GA00010,Dundalk,54.00148241,-6.412988118
830GIR0074,Drogheda,53.71192901,-6.335888806
830GIR0075,Dundalk,54.00110132,-6.412712782
831GA00002,Enfield,53.41638925,-6.833613404
831GA00007,Laytown,53.67927255,-6.242457026
831GA00008,Laytown,53.67919349,-6.242581425
831GA00011,M3 Parkway,53.43463027,-6.468820877
831GA00012,M3 Parkway,53.43456931,-6.468973575
831GA00018,Dunboyne,53.41729459,-6.46474991
831GA00019,Dunboyne,53.41728754,-6.464900609
831GA00244,Gormanston,53.6373044,-6.216632701
831GA00245,Gormanston,53.63728869,-6.216784597
832GA00004,Tullamore,53.27076802,-7.500421312
832GA00005,Tullamore,53.27069669,-7.500557068
832GA00009,Clara,53.33973313,-7.616528763
833GA00006,Athlone,53.42702832,-7.935811954
833GA00007,Athlone,53.42711814,-7.93572154
833GA00012,"Mullingar, Mullingar",53.52295146,-7.345944151
833GA00013,"Mullingar, Mullingar",53.52303192,-7.345867508
834GA00003,Wexford,52.34359974,-6.464790588
834GA00013,Rosslare Europort,52.25131237,-6.337812144
834GA00017,Rosslare Strand,52.27199534,-6.391535859
834GA00018,Rosslare Strand,52.27184219,-6.391512096
834GA00021,"Enniscorthy, Enniscorthy",52.50469862,-6.566143503
834GA00022,"Enniscorthy, Enniscorthy",52.50475396,-6.566259548
834GA00028,Gorey,52.67127731,-6.292045755
834GA00029,Gorey,52.67122171,-6.291929626
835GA00004,Wicklow,52.98813143,-6.052889472
835GA00008,Arklow,52.79386969,-6.159895731
835GA00009,Arklow,52.79384942,-6.159748296
835GA00014,Bray Daly,53.20425265,-6.100501743
835GA00015,Bray Daly,53.20408643,-6.100224655
835GA00020,Rathdrum,52.9302774,-6.226142039
835GA00024,Greystones,53.14423719,-6.06099329
835GA00025,Greystones,53.14422578,-6.060844306
835GA00028,Kilcoole,53.10652701,-6.041076913
836GA00008,Ennis,52.83906729,-8.975174376
836GA00009,Ennis,52.8390503,-8.975055251
836GA00011,Sixmilebridge,52.73767224,-8.783658175
837GA00022,Cork Kent,51.90166225,-8.457656278
837GA00023,Cork Kent,51.90160831,-8.45765573
838GA00004,Banteer,52.12888923,-8.899374502
838GA00005,Banteer,52.12879902,-8.899416503
838GA00008,Carrigaloe,51.86927769,-8.323950802
838GA00009,Carrigaloe,51.86888121,-8.324296457
838GA00012,Charleville,52.34742486,-8.653491938
838GA00013,Charleville,52.34743312,-8.653624157
838GA00019,Cobh,51.84871824,-8.300652559
838GA00033,Rushbrooke,51.8494167,-8.322051911
838GA00034,Rushbrooke,51.84977388,-8.322925351
838GA00036,Fota,51.89557704,-8.318473352
838GA00037,Fota,51.89554101,-8.318502157
838GA00042,Mallow,52.13879364,-8.655518088
838GA00043,Mallow,52.13887364,-8.65567996
838GA00048,Millstreet,52.07759433,-9.06977954
838GA00051,Glounthaune,51.91124571,-8.32484861
838GA00052,Glounthaune,51.91117372,-8.324877159
838GA00057,Little Island,51.90777943,-8.354762688
838GA00058,Little Island,51.90768958,-8.354747446
838GA00062,"Carrigtohill, Carrigtwohill",51.91660838,-8.261421509
838GA00065,Midleton,51.9212797,-8.175951484
838GA00066,Midleton,51.92144146,-8.175981192
839GA00003,Tralee,52.27100048,-9.697492036
839GA00004,Tralee,52.27090186,-9.697473614
839GA00009,Rathmore,52.08535585,-9.217619553
839GA00010,Rathmore,52.08542805,-9.217592334
839GA00013,Farranfore,52.17383408,-9.552459
839GA00014,Farranfore,52.17389448,-9.552651181
839GA00020,Killarney,52.05929154,-9.501582449
839GA00021,Killarney,52.05911138,-9.500905555
840GA00007,Limerick,52.6584592,-8.623251333
840GA00008,Limerick,52.65842279,-8.623339503
841GA00003,Castleconnell,52.71317751,-8.498010154
842GA00008,Thurles,52.67624159,-7.822051088
842GA00009,Thurles,52.67624173,-7.822139811
842GA00015,Templemore,52.78797946,-7.822485053
842GA00018,Birdhill,52.76588866,-8.442081972
842GA00029,Cloughjordan,52.93641513,-8.02444078
842GA00032,Roscrea,52.96073095,-7.794451193
842GA00035,Nenagh,52.86047374,-8.195184829
843GA00003,Cahir,52.37789714,-7.921995656
843GA00004,Tipperary,52.47016734,-8.161795162
843GA00020,"Carrick-on-Suir, Carrick-on-Suir",52.34912578,-7.404739959
843GA00021,"Carrick-on-Suir, Carrick-on-Suir",52.34919731,-7.404665608
843GA00024,Clonmel,52.36109278,-7.699787349
843GA00025,Clonmel,52.36117352,-7.699728074
843GA00038,Limerick Junction,52.50173132,-8.198968096
843GA00039,Limerick Junction,52.50177589,-8.199189226
844GA00003,Waterford,52.26642183,-7.117521216
844GA00004,Waterford,52.26655356,-7.11830975
846GA00019,Galway,53.27322172,-9.045958686
846GA00020,Galway,53.27305744,-9.045220018
847GA00003,Woodlawn,53.34312966,-8.471441218
847GA00005,Ardrahan,53.15737189,-8.814740584
847GA00010,Athenry,53.30124398,-8.74853959
847GA00011,Athenry,53.30125165,-8.74874976
847GA00014,Attymon,53.32133204,-8.605730282
847GA00023,Craughwell,53.22637705,-8.736031008
847GA00027,Ballinasloe,53.33621439,-8.241072107
847GA00028,Ballinasloe,53.33598799,-8.241926651
847GA00031,Gort,53.06749101,-8.814237027
847GA00032,Gort,53.06747477,-8.81398306
847GA00050,Oranmore Train Station,53.2759257,-8.944905485
848GA00004,Carrick on Shannon,53.93842417,-8.106745777
848GA00007,Dromod,53.85906839,-7.916485793
848GA00008,Dromod,53.85903254,-7.916622673
849GA00003,Westport,53.79605175,-9.509963543
849GA00004,Westport,53.79599632,-9.51008299
849GA00007,Ballina,54.1091939,-9.160926541
849GA00010,Ballyhaunis,53.76162193,-8.758780403
849GA00011,Ballyhaunis,53.76150531,-8.758747969
849GA00014,"Castlebar, Castlebar",53.8473915,-9.288352758
849GA00017,Claremorris,53.72056945,-9.002374872
849GA00018,Claremorris,53.72053971,-9.002707501
849GA00022,Manulla Junction,53.82782203,-9.192369448
849GA00023,Manulla Junction,53.82775914,-9.192367662
849GA00037,Foxford,53.98285344,-9.136491379
850GA00004,Boyle,53.96738847,-8.304777368
850GA00005,Boyle,53.96748719,-8.30482381
850GA00010,Roscommon,53.62438433,-8.196303326
850GA00011,Roscommon,53.62436611,-8.196454407
850GA00015,Castlerea,53.76149338,-8.485775003
850GA00016,Castlerea,53.76144814,-8.485850311
851GA00001,Sligo,54.272182,-8.482426669
851GA00002,Sligo,54.27223585,-8.482442651
851GA00007,Ballymote,54.08818195,-8.520855568
851GA00009,Collooney,54.18651584,-8.494865323
g:31400:11,"Belfast City Centre, Lanyon Place",54.59552967,-5.91733062
g:31400:11:4,"Belfast City Centre, Lanyon Place",54.59340402,-5.917578411
